Time,Pitch,Roll,Yaw,X-Pos,Y-Pos,Z-Pos
0.081,-24.4714633419717,60.4391626193675,-10.4972394452,-847.499939,-541.526428,-773.600037
0.083,-24.4820128265628,60.4576453442849,-10.5179698237251,-847.496338,-541.532898,-773.639526
0.086,-24.4799792643375,60.466255099155,-10.551221790136,-847.500671,-541.529663,-773.670837
0.089,-24.4505962728059,60.4516498337879,-10.5382070531253,-847.500549,-541.515991,-773.690552
0.092,-24.4726377917243,60.4801594228727,-10.5442709354854,-847.50238,-541.522217,-773.709229
0.094,-24.4857761624039,60.4728688815929,-10.5694257264713,-847.494629,-541.528442,-773.730713
0.097,-24.4540119407905,60.4573686197114,-10.5653813727873,-847.500427,-541.507202,-773.744751
0.1,-24.45005892232,60.4477109990219,-10.5430259982126,-847.502258,-541.525574,-773.778442
0.103,-24.443567238465,60.4519004702984,-10.5407886689484,-847.493713,-541.513367,-773.785034
0.106,-24.4741049667883,60.4734557453814,-10.5482628647164,-847.483826,-541.522339,-773.817383
0.108,-24.4660777777173,60.4686018319775,-10.5390274226267,-847.494995,-541.519104,-773.844849
0.111,-24.4723887227758,60.4741497737307,-10.5607189499296,-847.496643,-541.507263,-773.86084
0.114,-24.468176000326,60.4523059715034,-10.5697373644867,-847.507446,-541.501038,-773.878357
0.117,-24.4830061886129,60.4617171204101,-10.561129476292,-847.504333,-541.51062,-773.912354
0.119,-24.4728192209785,60.4625664716429,-10.5679033822813,-847.50708,-541.502686,-773.925537
0.122,-24.4898054080453,60.4655183779717,-10.5508264584298,-847.5,-541.518127,-773.93042
0.125,-24.4579570036247,60.4498923802427,-10.5609216142747,-847.500305,-541.515198,-773.947754
0.128,-24.5115568855187,60.4848900012544,-10.579377836129,-847.50592,-541.52948,-773.94458
0.131,-24.4938429827308,60.4705630108718,-10.56231926014,-847.499451,-541.526245,-773.959106
0.133,-24.5066164227928,60.4658199185062,-10.5784573393139,-847.499817,-541.518066,-773.961243
0.136,-24.4789478568172,60.4682135711431,-10.5811243231182,-847.509705,-541.515137,-773.990479
0.139,-24.487148739774,60.4481486786662,-10.588170355556,-847.504639,-541.514709,-773.985779
0.142,-24.4900934578029,60.4654431518065,-10.5924724780117,-847.485413,-541.522705,-773.993774
0.144,-24.4778288791029,60.4662565431833,-10.5697983103411,-847.491516,-541.524292,-774.010315
0.147,-24.4504629775363,60.4529961647618,-10.5775071764255,-847.494141,-541.505493,-774.01825
0.15,-24.4817874209112,60.4548368745713,-10.5767413164416,-847.486877,-541.526978,-774.029785
0.153,-24.5002416330533,60.4667769871574,-10.5841383985753,-847.479248,-541.520691,-774.015686
0.156,-24.5022695523309,60.4601573613895,-10.575935415648,-847.488647,-541.519348,-774.02417
0.158,-24.5037182850462,60.4525899982877,-10.5576029223999,-847.492859,-541.523804,-774.049194
0.161,-24.4925485710235,60.2928789215625,-10.6705456759307,-847.413269,-541.342529,-774.045166
0.164,-24.6336409024072,60.4241270980943,-10.6205302240353,-847.532654,-541.407959,-774.138611
0.167,-24.5682158679338,60.4413868117939,-10.6023293917289,-847.511047,-541.45813,-774.105835
0.169,-24.452852140916,60.2671729976839,-10.6282579830285,-847.422668,-541.342224,-774.081238
0.172,-24.5405677793414,60.4070916306875,-10.6224776855223,-847.523987,-541.424438,-774.132263
0.175,-24.4957576645787,60.2851444396021,-10.7055363385926,-847.424805,-541.326416,-774.104919
0.178,-24.5559299540558,60.4166945405772,-10.6682934926911,-847.5354,-541.402893,-774.179077
0.181,-24.5606594207694,60.4623311291896,-10.6107410957235,-847.499084,-541.477417,-774.124817
0.183,-24.4559078335533,60.2955063861289,-10.6779327741669,-847.411072,-541.329346,-774.071655
0.186,-24.5451714755787,60.4175472163926,-10.6720721344378,-847.512329,-541.4104,-774.177551
0.189,-24.5153513479024,60.4323501961902,-10.6892039681296,-847.499634,-541.441223,-774.16626
0.192,-24.502925083163,60.4458336245262,-10.6220514492334,-847.477234,-541.464294,-774.122314
0.194,-24.4265702724128,60.282860348014,-10.7072554657194,-847.397461,-541.306885,-774.124084
0.197,-24.5744940023945,60.428383753493,-10.6840940630004,-847.510742,-541.364319,-774.198364
0.2,-24.5627820179052,60.4675035225098,-10.694480338541,-847.488098,-541.41748,-774.188049
0.203,-24.4716961241844,60.4340592180366,-10.6435569544846,-847.463928,-541.436707,-774.15741
0.206,-24.458512297267,60.4732666680502,-10.6844695455754,-847.430847,-541.452698,-774.114929
0.208,-24.4276435549433,60.4710915796288,-10.6404756603467,-847.434082,-541.456116,-774.120117
0.211,-24.457491435852,60.4735065433975,-10.6030954820619,-847.416382,-541.462463,-774.094727
0.214,-24.4618704111215,60.4512022943517,-10.5706220880186,-847.394592,-541.44281,-774.086792
0.217,-24.4956478907235,60.4677605516659,-10.5760928903661,-847.38208,-541.433411,-774.07959
0.219,-24.4404884925675,60.4431730185347,-10.6651878753432,-847.363037,-541.417358,-774.103821
0.222,-24.4413406647602,60.4498891571547,-10.6447171057134,-847.409485,-541.409424,-774.11969
0.225,-24.5102461663842,60.4518559199457,-10.5973154393262,-847.372986,-541.402161,-774.056091
0.228,-24.4903277014131,60.4487501763833,-10.5862691224957,-847.362549,-541.407837,-774.054871
0.231,-24.4092558341106,60.4399172766943,-10.6731648253884,-847.339844,-541.41748,-774.082153
0.233,-24.3746395365591,60.4040623669136,-10.6719657213642,-847.341125,-541.422058,-774.082153
0.236,-24.4180912131729,60.429770709269,-10.6609593870263,-847.389282,-541.429443,-774.098083
0.239,-24.4089366933948,60.3653862053815,-10.6404808683787,-847.338135,-541.400208,-774.046875
0.242,-24.4062062087061,60.378867334497,-10.6246550275672,-847.318298,-541.418335,-774.016785
0.244,-24.4136309865705,60.4148335194581,-10.6095729149549,-847.342834,-541.427063,-774.024475
0.247,-24.4520720737768,60.4377091519878,-10.581457200079,-847.345825,-541.434509,-774.0354
0.25,-24.4273987939744,60.3840604667646,-10.5920592034502,-847.311646,-541.406067,-773.995605
0.253,-24.4146389159189,60.3757892175443,-10.5958241523871,-847.310181,-541.423828,-774.009155
0.256,-24.4594352235068,60.4346326208852,-10.6152855581105,-847.340698,-541.435059,-774.002258
0.258,-24.4717937635499,60.417480692256,-10.60430273016,-847.352112,-541.419006,-773.988708
0.261,-24.4172306137563,60.3703769863276,-10.6243264468922,-847.304871,-541.412354,-773.958801
0.264,-24.4564864464993,60.4134041737037,-10.640702882703,-847.354858,-541.423157,-773.972473
0.267,-24.4908468106281,60.4237694348661,-10.632422871684,-847.345276,-541.433167,-773.964783
0.269,-24.4646888063606,60.4005624655802,-10.6650392597444,-847.302612,-541.417542,-773.915039
0.272,-24.5167292403619,60.4449852003513,-10.6317250856139,-847.339844,-541.437622,-773.931458
0.275,-24.5071222892323,60.4423948422947,-10.6500214441747,-847.376099,-541.434875,-773.926208
0.278,-24.5159832895387,60.4131996443889,-10.6590354623368,-847.367188,-541.432678,-773.927795
0.281,-24.449779415186,60.3763299273746,-10.6940564276794,-847.359131,-541.424011,-773.907532
0.283,-24.4692809858568,60.3969550831443,-10.6684055182825,-847.39856,-541.434448,-773.919128
0.286,-24.4763188421438,60.402899304247,-10.6642572424434,-847.393311,-541.437683,-773.905945
0.289,-24.4428886653526,60.367120341292,-10.6663840700125,-847.369324,-541.443604,-773.885559
0.292,-24.488368231817,60.416351296028,-10.6746258815031,-847.416138,-541.456543,-773.891418
0.294,-24.5042455642661,60.4065720914488,-10.6614216890535,-847.42627,-541.453491,-773.90271
0.297,-24.5077764254972,60.3905017080678,-10.6623465425899,-847.455566,-541.434387,-773.914673
0.3,-24.5314577835658,60.4131363091742,-10.683474909129,-847.459167,-541.4552,-773.914124
0.303,-24.5080875892649,60.3921291037728,-10.6647824682084,-847.460449,-541.458923,-773.913208
0.306,-24.5051097647162,60.4148862216486,-10.6460440848513,-847.452148,-541.468384,-773.899292
0.308,-24.5717107529502,60.4894703654662,-10.6740602340332,-847.450378,-541.485657,-773.888916
0.311,-24.5366817173339,60.4671310351722,-10.6458247390471,-847.449402,-541.484131,-773.897034
0.314,-24.502758728539,60.4430169649285,-10.629109257862,-847.462646,-541.478943,-773.915588
0.317,-24.5252099017998,60.436986596581,-10.6464092798983,-847.461548,-541.476379,-773.914673
0.319,-24.5307014120396,60.42510136346,-10.6703576078071,-847.46167,-541.470581,-773.906738
0.322,-24.5096282014176,60.4303462950624,-10.658852727727,-847.47052,-541.478638,-773.92218
0.325,-24.510455914216,60.4362596091448,-10.6334215556481,-847.471313,-541.477783,-773.931213
0.328,-24.507418508366,60.4248355889246,-10.6098658661387,-847.458557,-541.477966,-773.933594
0.331,-24.5281351226841,60.4462521076785,-10.6196508401718,-847.458008,-541.488708,-773.939026
0.333,-24.5366265310654,60.4194778248212,-10.605446337962,-847.469788,-541.486572,-773.959229
0.336,-24.5244208853294,60.430804289293,-10.603466372804,-847.476807,-541.489624,-773.955261
0.339,-24.5296705877041,60.4505101587241,-10.6136633330095,-847.459961,-541.495667,-773.946655
0.342,-24.5089244533018,60.4310033458332,-10.5855051570533,-847.452515,-541.507141,-773.964783
0.344,-24.4931521614126,60.429825714933,-10.5666831494301,-847.453857,-541.520447,-773.96814
0.347,-24.4695779223941,60.4306335513907,-10.5460368168909,-847.435486,-541.527466,-773.95636
0.35,-24.4680792862038,60.4339330884125,-10.5258056056066,-847.432129,-541.535645,-773.952576
0.353,-24.49008955666,60.4465474035611,-10.5360176512946,-847.4151,-541.526978,-773.943726
0.356,-24.4762426890471,60.419777854257,-10.5170321957887,-847.404419,-541.524231,-773.940125
0.358,-24.4191868234334,60.2729433546506,-10.638818369132,-847.342468,-541.373718,-773.943542
0.361,-24.5705680175264,60.4010027391268,-10.6101539688992,-847.439392,-541.448608,-774.01416
0.364,-24.4949527431181,60.4149549863934,-10.5257876119888,-847.44043,-541.509277,-773.998596
0.367,-24.4144424150628,60.2606333622244,-10.6017746717093,-847.290833,-541.37677,-773.910217
0.369,-24.4946023780434,60.3962193525212,-10.5270180278852,-847.383667,-541.460999,-773.949158
0.372,-24.4691581843841,60.2869633639838,-10.5698659931,-847.271729,-541.384338,-773.909912
0.375,-24.458181182447,60.2879309722358,-10.5723440864915,-847.264343,-541.340027,-773.898804
0.378,-24.4860856872444,60.2996137005827,-10.5985361678301,-847.262573,-541.341309,-773.887817
0.381,-24.5617954324827,60.4462618304003,-10.5051865676763,-847.372253,-541.505249,-773.934204
0.383,-24.4651377677569,60.462332697373,-10.4655720912207,-847.348083,-541.588806,-773.860291
0.386,-24.4160710855754,60.4617237619631,-10.4856286881615,-847.317078,-541.620667,-773.767944
0.389,-24.3889922520811,60.429376244573,-10.4685939339841,-847.320801,-541.6297,-773.749573
0.392,-24.3978184002708,60.4282943749651,-10.4564400769577,-847.3349,-541.622009,-773.755859
0.394,-24.4741647215975,60.4787141564747,-10.4953681292985,-847.330566,-541.615234,-773.746216
0.397,-24.4897251056958,60.4597060593678,-10.4842726831925,-847.33197,-541.606995,-773.738831
0.4,-24.4864383617664,60.437946030816,-10.4931926755218,-847.33075,-541.592346,-773.729858
0.403,-24.4809345869973,60.4276844554199,-10.4894751918791,-847.343567,-541.580994,-773.707153
0.406,-24.4764768094295,60.4386028284836,-10.496133572117,-847.350098,-541.603333,-773.709106
0.408,-24.4469973500362,60.4414793917557,-10.5055383390968,-847.35553,-541.613098,-773.702209
0.411,-24.4677042463533,60.4514379191581,-10.4821850740901,-847.344666,-541.598328,-773.642212
0.414,-24.4649310573044,60.4605060210561,-10.4835125027775,-847.347656,-541.601379,-773.636658
0.417,-24.470772965552,60.4422619691443,-10.5008409345454,-847.350525,-541.582275,-773.604675
0.419,-24.4893267422802,60.4405758322441,-10.5344098262378,-847.368896,-541.57019,-773.60553
0.422,-24.5074430826477,60.4485104486915,-10.5067776432478,-847.37793,-541.573547,-773.5979
0.425,-24.4701022209725,60.4330196459075,-10.5100651185706,-847.386902,-541.56781,-773.583374
0.428,-24.4856134980996,60.4362968938354,-10.5295051579947,-847.369263,-541.562805,-773.569092
0.431,-24.4759787594959,60.4202642383531,-10.5195819723915,-847.387451,-541.539307,-773.544983
0.433,-24.4894937890178,60.4335299265941,-10.5220986247027,-847.386536,-541.553833,-773.554504
0.436,-24.4717240635434,60.4296588228366,-10.5124406521327,-847.413025,-541.552185,-773.567444
0.439,-24.4346800752978,60.4221582921163,-10.5515747132147,-847.406555,-541.530701,-773.554932
0.442,-24.4607012971031,60.4420900686227,-10.5631418510585,-847.414734,-541.529968,-773.558838
0.444,-24.4679162649861,60.4511342507334,-10.5678926420987,-847.403503,-541.523254,-773.560669
0.447,-24.4713841551501,60.4365662332198,-10.5808446125917,-847.414795,-541.509705,-773.559692
0.45,-24.4899566274505,60.4520973345724,-10.6147412280067,-847.425781,-541.496521,-773.560486
0.453,-24.4703534953792,60.4311776616979,-10.5867292963886,-847.431702,-541.490906,-773.591614
0.456,-24.4787012858668,60.4373710670675,-10.598481681824,-847.440796,-541.484558,-773.603027
0.458,-24.4802361535007,60.4575565519413,-10.6036628302388,-847.443909,-541.477173,-773.609131
0.461,-24.5051343749322,60.4499040885326,-10.5917141889513,-847.429993,-541.479553,-773.603149
0.464,-24.4960175107633,60.4531283191108,-10.5944486859264,-847.429688,-541.486511,-773.620972
0.467,-24.4708937981908,60.4610036888431,-10.5828940521027,-847.436462,-541.4823,-773.639038
0.469,-24.4560781748673,60.4226941328825,-10.5608348546958,-847.410645,-541.46521,-773.62915
0.472,-24.4845488046592,60.4439666617856,-10.5755922064941,-847.419556,-541.489929,-773.652161
0.475,-24.4741564595692,60.4473633295848,-10.5754418779793,-847.421204,-541.483826,-773.664307
0.478,-24.4870893499069,60.4651358892014,-10.5922972018076,-847.414795,-541.493774,-773.673157
0.481,-24.4430529182287,60.4286231661061,-10.5709791104181,-847.404907,-541.490295,-773.671997
0.483,-24.4641441784029,60.4379352589824,-10.5781301193413,-847.40509,-541.492554,-773.670654
0.486,-24.4587769318113,60.428471677228,-10.5985846479601,-847.404358,-541.500671,-773.689758
0.489,-24.4688973588348,60.4276902475339,-10.5717374628023,-847.388489,-541.497742,-773.67627
0.492,-24.463131648772,60.422503744357,-10.5383725900958,-847.378357,-541.508362,-773.693237
0.494,-24.4702495155079,60.4558461507775,-10.533496022138,-847.349182,-541.526001,-773.696716
0.497,-24.4826557429271,60.4707146379634,-10.5486781940116,-847.342773,-541.533997,-773.697449
0.5,-24.4716511004395,60.4383780192358,-10.5218091923983,-847.361206,-541.537048,-773.726685
0.503,-24.4459233145696,60.4194276134567,-10.5135191894232,-847.351135,-541.53833,-773.72699
0.506,-24.4681876569652,60.4490618108023,-10.5193797205488,-847.338806,-541.563904,-773.736145
0.508,-24.4609184937188,60.4354289760663,-10.4991864803153,-847.324402,-541.560242,-773.727234
0.511,-24.4652382158895,60.4438602286288,-10.485533548945,-847.337463,-541.570557,-773.752625
0.514,-24.4262006361198,60.4296399313146,-10.493679905064,-847.335999,-541.570068,-773.766235
0.517,-24.4559226382464,60.4181885648521,-10.5174123929073,-847.331543,-541.55957,-773.759155
0.519,-24.4310008932421,60.4036689852314,-10.4771858215887,-847.340027,-541.572815,-773.783752
0.522,-24.4197352355224,60.4036570324766,-10.5114392215034,-847.279541,-541.574158,-773.752747
0.525,-24.510099174268,60.4705871320093,-10.5054813886255,-847.31604,-541.612122,-773.778137
0.528,-24.510422177018,60.4797351055702,-10.5146830962816,-847.326599,-541.599243,-773.790771
0.531,-24.4985826662777,60.4525549457035,-10.5028773317235,-847.313965,-541.587891,-773.791992
0.533,-24.4452840546854,60.2918891613724,-10.5813600036586,-847.239014,-541.420959,-773.801453
0.536,-24.5863505652396,60.407825949848,-10.5355156545392,-847.354553,-541.488708,-773.881653
0.539,-24.5872825989827,60.4695837112396,-10.5238974211025,-847.340515,-541.569031,-773.83728
0.542,-24.4665939458576,60.4443224584907,-10.5019072836888,-847.326355,-541.584717,-773.810913
0.544,-24.4153777318259,60.4310249807686,-10.4575740498254,-847.335449,-541.606506,-773.826294
0.547,-24.4240382490548,60.4438030263104,-10.4656964806538,-847.32666,-541.597534,-773.823242
0.55,-24.4263414315854,60.4039642972694,-10.5113471366675,-847.304932,-541.570007,-773.8255
0.553,-24.4635048769846,60.4363180007224,-10.5147756791626,-847.345032,-541.550171,-773.83075
0.556,-24.46420928797,60.4339803589266,-10.5133957890094,-847.350403,-541.53894,-773.839539
0.558,-24.4642033221613,60.426938729544,-10.497608299118,-847.363098,-541.534668,-773.857788
0.561,-24.4897103785351,60.4680167045105,-10.5088278733082,-847.362549,-541.545654,-773.866638
0.564,-24.4776602404323,60.4582863293205,-10.5068217919018,-847.365295,-541.525085,-773.867065
0.567,-24.4879244827821,60.4583207988155,-10.5274398146178,-847.370728,-541.512329,-773.861084
0.569,-24.4465965547552,60.4534669831872,-10.5520640641931,-847.411255,-541.512878,-773.887512
0.572,-24.4015152135128,60.4318494739017,-10.5590751228883,-847.401245,-541.52063,-773.908569
0.575,-24.4734238836631,60.4518926823512,-10.5648945642785,-847.405029,-541.516663,-773.897461
0.578,-24.4796022428183,60.4243942698379,-10.5205561642504,-847.40271,-541.490906,-773.898621
0.581,-24.4703005399467,60.4444193645462,-10.5465326800904,-847.423279,-541.479858,-773.9198
0.583,-24.4651631349823,60.4595248849708,-10.5548207009913,-847.434631,-541.485657,-773.94043
0.586,-24.470509469108,60.4633396579275,-10.5445370143925,-847.439941,-541.485474,-773.943848
0.589,-24.4838820073673,60.4635837733793,-10.5804591102841,-847.441467,-541.475708,-773.939575
0.592,-24.5027710034164,60.4559845106043,-10.5792185473058,-847.456726,-541.479187,-773.957642
0.594,-24.4955942673468,60.4420273762202,-10.576521704178,-847.457886,-541.457214,-773.945923
0.597,-24.5201325050186,60.4734371329029,-10.5879774626629,-847.457947,-541.477295,-773.950684
0.6,-24.4599484607033,60.4361480929971,-10.5540761709597,-847.454224,-541.474487,-773.953613
0.603,-24.4831897270914,60.4630046082237,-10.5824572791764,-847.4552,-541.476196,-773.956848
0.606,-24.4855383549336,60.4670309379556,-10.5688770177559,-847.44458,-541.488647,-773.968811
0.608,-24.4362886817633,60.4290428246599,-10.5587759266882,-847.437439,-541.471619,-773.962524
0.611,-24.4788708740354,60.4496968091448,-10.5780086864291,-847.437134,-541.484253,-773.940308
0.614,-24.506905573495,60.4655919734677,-10.5959830447159,-847.424866,-541.492859,-773.929749
0.617,-24.4832256546798,60.4367488057414,-10.5707846952809,-847.429504,-541.490173,-773.959717
0.619,-24.4861443459996,60.4203324667696,-10.5882281602996,-847.445435,-541.475159,-773.977905
0.622,-24.5318244873074,60.4198198897567,-10.5981784139387,-847.418823,-541.473633,-773.970703
0.625,-24.5078586611041,60.423044117158,-10.6049363539739,-847.427063,-541.497803,-773.978638
0.628,-24.4885596013186,60.4189165772104,-10.5930209550005,-847.422607,-541.499817,-773.979492
0.631,-24.5029423557386,60.4257303124259,-10.6063286023158,-847.418823,-541.516235,-773.980164
0.633,-24.480679438434,60.3923902723891,-10.6417129627224,-847.386292,-541.50946,-773.965088
0.636,-24.4548699905027,60.3739161062345,-10.6433011216791,-847.378967,-541.515869,-773.969421
0.639,-24.5317260498895,60.4115062451367,-10.6415335042937,-847.388,-541.514832,-773.960266
0.642,-24.5338081402899,60.3759196229128,-10.653261231192,-847.338196,-541.493713,-773.941101
0.644,-24.5341238117791,60.4085218952465,-10.6154275284952,-847.379639,-541.488403,-773.982971
0.647,-24.5654937838021,60.4035776160366,-10.6488835680831,-847.341431,-541.506348,-773.967957
0.65,-24.5380716241943,60.3932012493291,-10.6670149649528,-847.329468,-541.512512,-773.957825
0.653,-24.5341219834321,60.3714398449327,-10.6488593305353,-847.334229,-541.511597,-773.952576
0.656,-24.5076767338147,60.3644296529089,-10.6296032120777,-847.33374,-541.516479,-773.969604
0.658,-24.494349483855,60.3733650343015,-10.6510138769363,-847.321533,-541.506042,-773.934692
0.661,-24.5254310222886,60.4046415153187,-10.6827872797022,-847.316406,-541.532593,-773.933167
0.664,-24.5074994498949,60.3608466744771,-10.6509796083326,-847.307129,-541.505188,-773.921021
0.667,-24.4690768966896,60.3614881509931,-10.6386574145419,-847.341064,-541.519958,-773.959778
0.669,-24.5155544817206,60.4086105003536,-10.6403122671109,-847.365234,-541.500183,-773.956299
0.672,-24.5698295617455,60.4014601769499,-10.6408554304675,-847.364685,-541.503296,-773.947815
0.675,-24.5191775197981,60.3688129117781,-10.6532265473232,-847.331909,-541.483826,-773.922668
0.678,-24.555109427715,60.3916459745931,-10.6022945391528,-847.36792,-541.484863,-773.940125
0.681,-24.5464724947033,60.3900705096025,-10.6069131924252,-847.355408,-541.473572,-773.922974
0.683,-24.5374322773399,60.3953134875045,-10.6427634696881,-847.369629,-541.484314,-773.913635
0.686,-24.5096287602958,60.4008780005813,-10.6202767938307,-847.375854,-541.484131,-773.902161
0.689,-24.5499754060142,60.4131637608084,-10.6217937528309,-847.381226,-541.494385,-773.867371
0.692,-24.5190815432636,60.4286503528337,-10.6497698678757,-847.400391,-541.512024,-773.871704
0.694,-24.4587857741874,60.400300399032,-10.6128896137313,-847.418335,-541.501587,-773.876099
0.697,-24.4813796679225,60.4164842996363,-10.6449489714277,-847.387512,-541.481018,-773.832764
0.7,-24.49766670229,60.4153933455711,-10.6161477326491,-847.418823,-541.490051,-773.830933
0.703,-24.4945382943059,60.4262460371878,-10.5859243283327,-847.389343,-541.494507,-773.817627
0.706,-24.4982575033044,60.4526023457611,-10.5841565749345,-847.402405,-541.500549,-773.801392
0.708,-24.4794043052194,60.4406466797076,-10.5794758172493,-847.411804,-541.499268,-773.798645
0.711,-24.5051263768199,60.4653695389329,-10.579515221253,-847.424438,-541.521545,-773.782043
0.714,-24.4559634530721,60.4318323732193,-10.5749715995688,-847.416931,-541.503357,-773.760925
0.717,-24.4559113892425,60.4461781649439,-10.5762278696447,-847.41571,-541.507812,-773.754272
0.719,-24.4711805580199,60.4505766087548,-10.5794807019273,-847.424683,-541.508911,-773.746643
0.722,-24.4643947221772,60.4362373121367,-10.5398046357176,-847.415039,-541.50708,-773.742065
0.725,-24.4464317831777,60.4562156068917,-10.5223191024191,-847.427795,-541.525024,-773.750366
0.728,-24.4470376160172,60.4482700085285,-10.508550991435,-847.410889,-541.530212,-773.724304
0.731,-24.4595424338976,60.4458243068538,-10.4949338302564,-847.421509,-541.543945,-773.723816
0.733,-24.429125613965,60.4506325324965,-10.5158618448468,-847.42749,-541.555115,-773.732788
0.736,-24.4406606493481,60.4418442126766,-10.4848176025363,-847.420227,-541.573059,-773.727539
0.739,-24.4154634727431,60.4163954281093,-10.4661543480941,-847.436829,-541.552063,-773.737366
0.742,-24.4564890249157,60.4421222877695,-10.4821095128106,-847.439392,-541.575012,-773.753418
0.744,-24.4264133998177,60.4180621577634,-10.4898335225648,-847.426514,-541.55835,-773.738831
0.747,-24.4273699812219,60.4276285917499,-10.4809613285995,-847.421692,-541.563782,-773.743958
0.75,-24.4451874862563,60.4516290952131,-10.515532938336,-847.416443,-541.577332,-773.754639
0.753,-24.5113040473915,60.4586339776083,-10.4865061658068,-847.392517,-541.595825,-773.740479
0.756,-24.4637365088806,60.4432862685186,-10.4640028628184,-847.394287,-541.595032,-773.75531
0.758,-24.4588403587409,60.4523942740968,-10.4959016117138,-847.382874,-541.592896,-773.754883
0.761,-24.5053974619745,60.4750862560759,-10.5059024898104,-847.381775,-541.608459,-773.767517
0.764,-24.4909605168107,60.4405405316953,-10.4740585702371,-847.387329,-541.602478,-773.788452
0.767,-24.483334793397,60.4374046523791,-10.5026418663237,-847.370605,-541.59967,-773.771179
0.769,-24.4929427076618,60.4643485782267,-10.5085651935785,-847.361572,-541.621826,-773.769714
0.772,-24.4852517193331,60.457483806781,-10.4870571439705,-847.355774,-541.617981,-773.779114
0.775,-24.4878092683333,60.4265575539693,-10.4792647206263,-847.335938,-541.611816,-773.760559
0.778,-24.5190495417795,60.4784950053268,-10.5192122472786,-847.338989,-541.635498,-773.763184
0.781,-24.5064214077574,60.4336436370054,-10.5339630965172,-847.297852,-541.617615,-773.755676
0.783,-24.5190751866617,60.4587497042941,-10.5325300389919,-847.331299,-541.611389,-773.766296
0.786,-24.5181491481401,60.4306650905164,-10.5178597545751,-847.339294,-541.600525,-773.761475
0.789,-24.4920740699992,60.4207743994975,-10.5210938010363,-847.326294,-541.60437,-773.757507
0.792,-24.5267752032762,60.431362874579,-10.5230414607905,-847.330688,-541.619263,-773.746765
0.794,-24.5237341479308,60.432286866352,-10.5563104449356,-847.316223,-541.613647,-773.723511
0.797,-24.5333146863546,60.4332922722095,-10.5545814845923,-847.308411,-541.620789,-773.718811
0.8,-24.558808332916,60.4377820980304,-10.5663561475797,-847.315796,-541.609741,-773.700256
0.803,-24.5562098103245,60.4338872342635,-10.5806094739214,-847.312866,-541.613831,-773.695618
0.806,-24.5511356698887,60.4604345878437,-10.5631053086661,-847.307861,-541.629211,-773.676575
0.808,-24.547498447134,60.4701635708579,-10.5496278470889,-847.308777,-541.609192,-773.648987
